2.52873	0.376295
3.07188	0.728354
2.92465	0.770079
3.16008	0.610831
2.9607	0.57592
2.87801	0.640689
2.77965	0.776326
2.98489	0.605625
2.88378	0.584097
2.91165	0.749976
2.77801	0.489245
3.00449	0.549669
2.82868	0.652415
2.7527	0.705988
2.87562	0.505194
3.38513	1.49632
4.74723	2.00968
4.96896	2.00841
5.31125	2.26402
5.34057	2.09316
5.53417	1.99804
5.60846	2.03865
5.60386	1.84934
5.25795	2.11795
5.15627	2.05727
5.26604	1.91703
5.20778	1.93592
5.30319	1.91741
5.41394	1.94255
5.34777	1.95389
5.23125	2.06558
5.43157	2.03166
5.51197	2.04684
5.43445	1.90702
5.27088	2.00103
5.42316	1.96423
6.18303	1.41741
6.72664	1.65086
6.71696	1.43632
6.88811	1.29748
7.00661	1.29766
6.94718	1.47506
6.8596	1.42696
6.80356	1.11872
6.62317	1.34315
6.72337	1.25261
6.52221	1.19305
5.29923	0.934039
5.80666	0.579174
6.24179	0.87895
6.6997	0.647462
6.91132	0.11381
6.99012	-0.0167076
6.98616	-0.0448924
6.73112	0.162563
6.78913	0.241968
6.50711	0.417636
5.99363	0.975156
4.34307	1.44982
4.41763	1.35203
4.76467	1.50324
4.82886	1.76629
4.96217	1.66568
4.87217	1.75102
5.06766	1.84815
5.25219	1.81302
5.19621	1.86737
5.27545	1.75279
5.94213	1.57855
6.1	1.66709
6.278	1.54562
6.3999	1.46098
6.46152	1.45805
6.47816	1.22881
6.34601	1.06949
5.91894	0.8851
5.27761	0.73453
4.93162	0.428546
4.5574	0.340184
4.83486	0.396011
4.96242	0.533961
5.41399	0.52997
5.45515	0.9105
5.66167	0.99806
5.84501	0.923687
5.95118	0.933322
6.04157	1.14213
6.09718	1.32725
5.82752	1.50048
4.98745	1.89123
4.54938	1.78149
4.30799	1.92056
4.29988	1.95741
4.10948	1.9507
4.5362	1.28392
4.31103	1.18371
4.2169	0.815571
4.85806	-0.433904
4.82317	0.146052
4.7738	-0.193789
4.6734	-0.279728
3.42789	0.665658
3.18406	0.53373
3.16282	0.723327
3.23281	0.730559
4.54097	1.98379
4.80796	2.19538
4.92578	1.93029
6.38966	0.4753
6.43559	1.1052
5.86082	1.70834
5.51188	1.94329
5.05199	1.95745
4.48858	1.99781
4.0891	1.74811
3.72798	1.37571
3.7537	1.25077
3.77627	0.666574
3.71003	0.0877274
3.79008	-0.0838509
3.80495	-0.310914
4.15375	-0.911345
4.36536	-0.829128
4.75968	-1.45862
4.80203	-0.957729
4.60845	-0.635879
4.24213	-0.743265
4.27466	-0.0927403
3.92229	-0.0741399
3.39796	0.47054
3.04542	0.61404
3.04722	0.306996
2.94421	0.701146
2.8251	0.641986
3.02329	0.699316
3.22619	0.666741
3.43958	0.582101
3.67362	1.19946
4.00843	1.14771
6.29977	1.25584
3.92974	1.43197
3.50541	1.45463
5.30314	0.165764
5.76891	0.539763
6.33557	1.18531
6.3567	1.11775
6.32356	1.19324
6.26088	1.22584
6.16266	1.3323
6.18233	1.23969
6.22342	1.10031
6.20836	1.14155
6.01431	1.45164
6.06409	1.5115
6.03414	1.75989
5.92056	1.9099
5.7754	2.07362
6.07993	1.96068
5.98716	2.11027
5.76319	2.22403
4.58621	1.82446
3.46421	1.84152
3.62006	1.57155
3.38299	1.66734
3.4636	1.62111
3.38677	1.58925
3.23425	1.4082
3.42217	1.11576
4.57269	0.21581
3.45602	0.974614
3.59473	1.10551
3.43091	1.27282
3.51854	1.09146
3.65712	1.11251
3.86428	1.59191
4.05886	1.85152
4.41623	1.80194
5.08129	1.79745
4.9505	2.00107
4.73894	1.55464
4.52525	2.05469
5.90985	2.28927
4.32438	1.43777
4.68411	1.4457
3.65529	1.50448
4.10785	2.22391
3.75205	1.85691
3.83593	1.99649
3.61946	1.81032
3.60947	1.58565
3.37023	1.5412
3.44143	1.27794
3.30244	1.33639
3.07998	1.1216
3.20024	1.04081
2.99998	0.834421
2.7879	0.630858
3.03869	0.374633
2.92131	0.515496
3.05085	0.822149
2.87331	0.67607
2.64768	0.458827
2.92172	0.633255
2.94413	0.622307
2.88712	0.447815
2.66785	0.825029
2.97509	-0.257507
3.17712	0.0134709
2.62715	0.763183
2.62938	0.557348
2.51747	0.849756
2.60976	0.674816
2.7345	0.800853
2.67128	0.685137
2.62225	0.39687
2.66498	0.17973
2.60469	0.516933
5.77226	0.351704
5.25486	0.2119
6.16817	1.46071
6.42226	1.27124
5.31149	1.20156
5.14975	0.670188
5.77698	1.13442
6.20452	1.48712
6.61079	1.39773
6.70706	1.43606
6.75629	1.31089
6.53411	1.45943
6.48898	1.33024
6.50527	1.33425
6.41721	1.3958
6.46305	1.27179
6.23604	1.17097
5.8333	1.12219
5.49718	1.12587
5.31389	1.1931
5.32473	1.18304
5.41113	1.16597
5.65773	0.919035
5.94151	0.481521
6.07337	0.438672
6.38606	0.405513
6.80136	0.470981
7.18395	0.524459
7.24328	0.689674
6.94062	0.916707
6.46975	1.16623
6.12279	1.38583
6.07491	1.46231
6.02675	1.43927
5.90646	1.51235
5.55375	2.03114
4.71523	2.14886
4.18098	1.66427
5.52884	1.31343
5.91538	1.76013
5.70361	2.06377
5.06581	1.59804
5.92548	1.74755
6.5251	1.83776
6.83873	1.52417
6.89209	1.36986
7.20671	1.22205
7.25433	1.0202
7.37742	1.05241
7.37612	0.906155
7.38756	0.927501
7.43818	1.02711
7.27433	1.05244
7.24805	1.18917
7.22619	1.36833
6.97539	1.52886
6.58501	1.43446
6.35556	1.46069
6.44314	1.40789
6.50862	1.34099
6.07951	1.58574
5.37216	1.63312
5.26891	1.59686
5.15885	1.65101
5.16981	1.74985
5.42186	1.6475
5.53313	1.69743
6.05881	1.75922
6.54962	1.22567
6.41864	1.2061
6.1272	1.35785
5.64233	1.62249
5.0851	1.59509
4.88083	1.98467
4.94476	1.92565
4.85614	1.93032
4.6248	1.83822
4.22699	1.87697
4.30188	1.78836
3.84998	1.87925
3.58576	1.31988
2.90228	1.07273
2.97793	1.09762
2.90981	0.946967
4.117	0.837463
6.48617	0.46739
4.51886	0.358875
5.65841	1.67981
6.58182	1.40776
5.49167	2.23874
6.21389	2.2211
4.4524	2.39901
3.72539	1.7116
3.46345	1.5712
3.2239	1.68857
3.20134	1.47828
5.37578	0.617258
4.70552	1.03273
4.14119	1.25249
5.66645	1.82633
6.37192	1.22206
6.38729	1.19686
6.13958	1.23917
5.5777	1.4517
4.56882	1.48285
3.33497	1.60044
3.0247	1.24122
3.10629	1.22049
4.80388	0.516356
4.88431	0.491145
3.91972	0.901848
3.60719	1.10199
5.27621	1.79228
5.83161	1.66499
5.80911	1.84899
5.26926	1.41319
4.75463	1.33383
4.80884	0.366414
4.91935	-0.497492
4.79867	-0.651689
4.75964	-0.934484
4.75908	-1.34407
4.81011	-1.23885
4.66046	-1.16659
4.54302	-0.941677
4.63766	-0.711271
4.37371	-0.411589
4.54614	1.22998
5.52586	1.04715
5.93159	0.99485
5.5385	1.27783
5.62973	1.02824
4.49578	1.25785
4.2933	0.575384
4.54189	-0.177396
4.3389	-0.420972
4.08986	-0.129145
3.40503	0.158489
3.49363	0.332168
3.16769	0.202842
3.017	0.160447
3.12719	0.114589
3.39181	1.02401
3.09113	0.541791
3.77979	0.775431
4.9975	1.89812
5.64587	2.29543
4.85789	2.53274
5.17003	2.32472
5.07668	1.75274
4.7285	1.84588
4.59594	1.89495
4.59282	1.69076
4.60017	1.41235
4.5885	1.10223
4.74473	0.961222
4.95566	0.899689
4.5728	1.75676
4.10156	1.92152
3.99897	2.18857
3.97	1.99448
4.00156	1.83368
3.92989	1.86117
3.68305	1.79702
3.21127	1.66658
3.12107	1.458
3.05359	1.3332
2.86695	1.13961
5.12151	0.917154
4.42007	0.898486
4.20722	0.740371
3.60254	1.14152
3.57043	1.85243
5.05302	2.09588
5.21624	1.89831
5.23473	2.05622
4.60849	2.19457
4.03773	1.95182
4.50368	1.36809
4.95393	1.64218
4.61877	1.28879
3.50022	1.17531
2.89853	1.26292
2.97904	0.972143
2.8818	0.970928
2.81727	1.11526
3.70302	0.80574
4.86726	1.25348
3.62637	1.10069
4.7311	1.62476
5.63407	1.94948
5.76846	2.00491
5.97581	1.7767
6.06781	1.80791
6.22392	1.62917
6.19735	1.70938
6.18663	1.73223
5.9231	1.93215
5.54054	1.99043
4.51729	1.7021
4.31181	1.8756
4.18925	1.81902
3.94166	2.0051
3.67198	1.84674
3.63473	2.10639
3.70869	1.8437
3.29798	1.67641
3.45634	1.51875
3.03724	1.53965
3.11861	1.2771
2.89551	1.16174
2.88925	1.16388
2.79687	1.16687
2.42542	0.397222
2.90784	0.40223
2.88618	0.595121
2.8615	0.491862
2.79237	0.342591
2.92101	0.54289
2.85098	0.378342
2.86076	0.649012
3.11291	0.760279
2.9535	0.74132
2.94642	0.579532
5.09579	0.434514
6.71476	0.767055
6.68229	1.06603
6.36694	1.05592
5.97113	1.15021
5.56289	0.973872
5.24967	0.528256
5.35295	0.23827
5.42305	0.213639
5.06142	-0.277006
5.33473	-0.295586
5.32612	-0.343157
5.34326	-0.357278
5.36621	-0.272707
5.44542	-0.200569
5.73765	0.0289367
5.47405	0.0395652
5.46424	0.144131
5.53045	0.0418189
5.3375	0.334123
5.02064	1.02263
6.23263	2.04796
6.59034	1.84952
6.62329	1.89413
6.52559	1.90174
5.99238	1.98362
5.41207	2.02518
5.36578	0.720234
5.10763	0.00546998
5.08359	-0.193328
4.67087	-0.436106
4.80202	-0.597212
4.79014	-0.523618
4.4635	-0.241286
5.24583	0.927354
5.97191	1.16288
6.20366	1.33043
6.31729	1.02708
5.26774	1.41828
5.60507	1.70976
5.94623	1.65065
5.76899	1.80051
5.54503	1.76021
5.20915	1.80746
5.04948	1.78876
4.99007	1.87028
6.13451	1.74413
6.6796	1.92675
6.80175	1.8774
6.65778	1.77471
6.2169	1.87508
5.62828	1.86614
4.71531	1.87067
3.70468	1.80043
3.43378	1.32431
3.3421	1.0935
3.34724	1.25553
3.90556	1.48969
3.40721	1.7026
4.81009	2.18943
5.16833	2.35532
5.17855	2.20458
5.18124	2.06672
5.15574	2.06555
5.00022	2.05591
4.61459	2.26904
4.29896	1.88771
4.20758	1.73804
4.51577	0.773256
4.9842	0.386464
4.95443	0.131423
5.05588	-0.0134327
4.66902	-0.117518
4.82622	-0.0042857
5.32197	-0.2
5.09501	0.42413
4.77805	0.418408
5.23869	0.881312
6.0508	1.01465
6.29791	1.05698
6.36242	1.04521
6.21805	1.00756
5.82073	1.21126
5.29015	1.52146
4.80144	1.67721
4.39671	1.82953
4.25333	2.01594
4.46488	1.92805
4.32516	2.21876
4.71201	2.02678
4.91416	1.90742
5.16624	1.86473
5.28816	1.89123
5.49911	1.8469
5.67383	1.78766
4.5022	1.63096
3.71992	1.01117
4.95218	0.307032
4.22636	0.893288
3.79455	1.41674
6.07485	1.7733
6.24142	1.86958
6.62516	1.48845
6.43009	1.7358
6.51475	1.52128
6.44624	1.46247
