3.78281e-17	-1.20882e-16
-23.9026	-11.7079
-21.9804	-13.8857
-24.539	-14.4149
-23.8833	-14.0344
-24.8624	-16.8167
-25.8527	-13.4165
-23.0323	-14.6591
-24.3942	-14.4558
-22.9792	-10.9757
-23.5617	-16.26
-23.1447	-14.8279
-24.0753	-13.4877
-22.921	-12.8107
-24.2152	-12.6998
-25.6239	-13.6566
-22.8366	-13.0335
-20.093	-21.849
-22.6549	-11.7969
-15.9329	-20.9099
-23.4163	-11.4163
-15.8004	-16.8895
-16.9683	-21.4921
-13.8192	-6.53135
-9.46759	-11.2899
-1.28581	-10.7884
-4.47742	-19.1906
-6.73696	-18.2984
-11.0361	-18.9507
-5.32493	-16.3507
-11.4664	-20.2744
-8.71001	-21.1752
-13.8578	-19.0769
-11.662	-20.3437
-14.8463	-18.5704
-13.2102	-20.8786
-16.0177	-17.364
-14.2918	-18.8252
-12.6814	-12.2624
-15.3037	-17.4133
-12.4033	-9.5949
-15.5158	-15.1604
-12.6444	-10.3917
-11.639	-11.6962
-12.9436	-11.1429
-12.5487	-9.59685
-15.3309	-16.207
-12.6282	-10.7062
-15.3679	-15.8981
-14.4744	-13.9189
-14.9823	-16.7891
-15.3755	-16.5166
-15.0755	-16.5741
-15.6104	-16.2311
-14.7217	-16.3635
-14.9798	-16.2563
-12.4277	-16.0384
-13.8307	-15.5477
-10.2698	-8.83992
-10.5938	-11.7701
-10.7268	-12.099
-11.3047	-10.4543
-11.3109	-5.41732
-11.6142	-3.50246
-11.9423	-4.58009
-12.3686	-5.0252
-12.6202	-5.39832
-11.5289	-4.72897
-12.6217	-4.39384
-12.0896	-4.63117
-12.1649	-4.67727
-11.9051	-3.98043
-11.6529	-5.675
-10.4553	-5.40532
-12.3527	-3.8904
-9.70517	-6.12613
-11.6084	-4.669
-8.41798	-5.48325
-9.91964	-5.40062
-14.9884	-18.9874
-8.46444	-7.00625
-17.4894	-20.519
-10.7848	-14.0233
-17.8052	-20.2358
-16.309	-19.4688
-16.8232	-20.5681
-17.793	-20.4917
-15.7774	-19.5208
-17.5882	-20.296
-15.0177	-16.6475
-16.1278	-19.8338
-10.4944	-13.5236
-10.2171	-9.89443
-9.26777	-3.75443
-11.9058	-12.5582
-9.2155	-10.1186
-17.4779	-2.10366
-13.616	-4.62415
-24.4513	-3.16559
-19.2131	-3.8976
-29.585	-8.59631
-25.2037	-4.65163
-31.1845	-5.25982
-27.6047	-6.5479
-30.9753	-8.77192
-29.0444	-9.28435
-30.9349	-5.56518
-30.4135	-5.46795
-27.1421	-10.3907
-32.478	-8.9407
-25.8896	-11.2715
-27.5639	-8.46303
-25.4993	-15.8242
-27.4289	-10.8544
-12.4506	-9.54699
-24.6107	-14.9792
-8.00587	-19.2359
-22.7663	-11.7977
-9.87678	-19.7582
-7.52298	-16.3675
-10.0588	-19.6065
